timestamp,strategy,net_pnl,equity,drawdown_pct
2024-08-22 09:47:00-04:00,convergence,-2.2104477599961223,99997.78955224,0.0
2024-08-22 10:08:00-04:00,convergence,-38.15140199999964,99959.63815024,-0.03815224533545436
2024-08-22 15:59:00-04:00,convergence,313.3015000000029,100272.93965024,0.0
2024-08-23 15:59:00-04:00,convergence,56.633627999999796,100329.57327824,0.0
2024-08-26 10:02:00-04:00,convergence,-93.0143219999998,100236.55895624001,-0.09270877863901683
2024-08-26 12:32:00-04:00,convergence,21.007498000003046,100257.56645424,-0.07177028830801513
2024-08-27 09:54:00-04:00,convergence,-109.88880083999801,100147.67765340001,-0.18129811469999035
2024-08-27 15:59:00-04:00,convergence,96.29617200000142,100243.97382540001,-0.0853182666317176
2024-08-28 09:47:00-04:00,convergence,-54.901307999998735,100189.07251740001,-0.14003922896227428
2024-08-28 15:32:00-04:00,convergence,-6.129731999998984,100182.94278540001,-0.1461488253651222
2024-08-29 10:22:00-04:00,convergence,-5.324675999999857,100177.61810940002,-0.1514560103017426
2024-08-29 14:01:00-04:00,convergence,-12.065171999999297,100165.55293740002,-0.16348154933850667
2024-08-29 15:59:00-04:00,convergence,20.352864000001073,100185.90580140002,-0.14319554259595302
2024-08-30 13:52:00-04:00,convergence,-94.98295799999802,100090.92284340003,-0.23786649044956754
2024-08-30 15:59:00-04:00,convergence,11.446595999997708,100102.36943940002,-0.22645749544840665
2024-09-03 15:59:00-04:00,convergence,419.8414920000017,100522.21093140003,0.0
2024-09-04 10:35:00-04:00,convergence,-163.02607200000085,100359.18485940002,-0.16217915472558353
2024-09-04 11:26:00-04:00,convergence,-59.444145999998184,100299.74071340002,-0.22131448954283428
2024-09-04 14:21:00-04:00,convergence,-52.964476000000744,100246.77623740002,-0.2740038161197833
2024-09-04 15:59:00-04:00,convergence,-9.083491999998285,100237.69274540003,-0.2830401195554333
2024-09-05 15:59:00-04:00,convergence,80.7951940000007,100318.48793940002,-0.20266465501742603
2024-09-06 09:44:00-04:00,convergence,-52.039116000000334,100266.44882340002,-0.2544334288215655
2024-09-06 15:59:00-04:00,convergence,326.4515280000011,100592.90035140002,0.0
2024-09-09 09:43:00-04:00,convergence,3.807627120000454,100596.70797852002,0.0
2024-09-09 15:56:00-04:00,convergence,-24.133823999999784,100572.57415452003,-0.02399066975943276
2024-09-10 09:39:00-04:00,convergence,-76.5225419999987,100496.05161252002,-0.10005930414889175
2024-09-10 14:52:00-04:00,convergence,18.492408000001763,100514.54402052003,-0.08167658728706062
2024-09-10 15:59:00-04:00,convergence,-12.49098399999657,100502.05303652002,-0.09409347870529272
2024-09-11 15:59:00-04:00,convergence,373.12794200000235,100875.18097852003,0.0
2024-09-12 09:34:00-04:00,convergence,-64.8598440000002,100810.32113452003,-0.06429712776804264
2024-09-12 15:59:00-04:00,convergence,190.87538399999957,101001.19651852004,0.0
2024-09-13 09:40:00-04:00,convergence,-62.42602799999976,100938.77049052004,-0.06180721630218988
2024-09-13 15:59:00-04:00,convergence,-69.16753199999665,100869.60295852003,-0.13028910996700782
2024-09-16 09:43:00-04:00,convergence,10.680347999998485,100880.28330652004,-0.11971463325964882
2024-09-16 12:19:00-04:00,convergence,-61.550075999998185,100818.73323052004,-0.1806545806282034
2024-09-16 14:53:00-04:00,convergence,-35.12107283999718,100783.61215768004,-0.21542750812868494
2024-09-17 09:44:00-04:00,convergence,-7.454495999996669,100776.15766168004,-0.22280810980167542
2024-09-17 10:42:00-04:00,convergence,-25.09550399999957,100751.06215768005,-0.24765484911273283
2024-09-17 15:59:00-04:00,convergence,114.51291800000067,100865.57507568004,-0.13427706553469365
2024-09-18 09:55:00-04:00,convergence,-29.459765999998826,100836.11530968004,-0.16344480514122184
2024-09-18 11:46:00-04:00,convergence,-90.7699379999989,100745.34537168004,-0.25331496621733285
2024-09-18 14:04:00-04:00,convergence,125.2891919999971,100870.63456368004,-0.12926773081946008
2024-09-18 15:09:00-04:00,convergence,-137.19291600000034,100733.44164768004,-0.26510069194171093
2024-09-18 15:59:00-04:00,convergence,-155.45178599999988,100577.98986168005,-0.4190115280093609
2024-09-19 15:59:00-04:00,convergence,41.81508000000256,100619.80494168005,-0.3776109491634094
2024-09-20 09:40:00-04:00,convergence,-20.509183999997582,100599.29575768004,-0.39791683137764267
2024-09-20 12:18:00-04:00,convergence,-8.999992000000157,100590.29576568004,-0.40682760898248516
2024-09-20 15:59:00-04:00,convergence,-32.379750819999195,100557.91601486005,-0.43888638841887984
2024-09-23 09:50:00-04:00,convergence,-67.24524799999764,100490.67076686004,-0.5054650531455707
2024-09-23 10:50:00-04:00,convergence,-26.046111819997655,100464.62465504005,-0.5312529771680397
2024-09-24 12:02:00-04:00,convergence,-89.62661499999737,100374.99804004005,-0.6199911486842291
2024-09-24 15:31:00-04:00,convergence,-41.864115999999534,100333.13392404006,-0.661440277450065
2024-09-25 15:59:00-04:00,convergence,-14.407481999997765,100318.72644204006,-0.6757049421239669
2024-09-26 13:20:00-04:00,convergence,-253.30615999999944,100065.42028204005,-0.9265001492416935
2024-09-27 15:59:00-04:00,convergence,108.3082400000014,100173.72852204007,-0.8192655384317571
2024-09-30 15:59:00-04:00,convergence,40.918820000000075,100214.64734204006,-0.7787523352119408
2024-10-01 15:59:00-04:00,convergence,-58.188183999999204,100156.45915804006,-0.8363637160724968
2024-10-02 15:08:00-04:00,convergence,-127.07605600000059,100029.38310204005,-0.9621801027889676
2024-10-03 10:20:00-04:00,convergence,22.596666200001245,100051.97976824007,-0.939807431000006
2024-10-04 15:59:00-04:00,convergence,-18.93970399999815,100033.04006424006,-0.9585593910290457
2024-10-07 09:57:00-04:00,convergence,-8.6527219999983,100024.38734224006,-0.9671263410239495
