entry_time,direction,entry_reference,entry_price,shares,entry_basis,entry_threshold,entry_hook,entry_window,signal_metric,signal_spread,signal_points,exit_time,exit_reference,exit_price,exit_reason,gross_pnl,commission,slippage,costs,net_pnl,duration_minutes,reconciliation_error
2024-08-22 09:44:00-04:00,SHORT,484.3568,484.25992864000006,41,absolute_qqq_points,0.75,0.0,0,0.7588767208030731,0.001563147237379602,0.7588767208030731,2024-08-22 09:47:00-04:00,484.21,484.30684199999996,CONVERGENCE_NEXT_OPEN,6.018800000001704,0.28700000000000003,7.9422477599978265,8.229247759997827,-2.2104477599961223,3,0.0
2024-08-22 09:52:00-04:00,LONG,484.17,484.266834,41,absolute_qqq_points,0.75,0.0,0,-0.7800186354078278,-0.0016066957143607138,-0.7800186354078278,2024-08-22 10:08:00-04:00,483.44,483.343312,CONVERGENCE_NEXT_OPEN,-29.930000000000746,0.28700000000000003,7.934401999998897,8.221401999998898,-38.15140199999964,16,0.0
2024-08-22 10:38:00-04:00,SHORT,482.67,482.57346600000005,41,absolute_qqq_points,0.75,0.0,0,0.8008401983344697,0.0016495843254809382,0.8008401983344697,2024-08-22 15:59:00-04:00,474.83,474.924966,FORCED_EOD,321.4400000000013,0.28700000000000003,7.8514999999984525,8.138499999998453,313.3015000000029,321,0.0
2024-08-23 09:39:00-04:00,LONG,478.44,478.535688,41,absolute_qqq_points,0.75,0.0,0,-1.241658933610438,-0.0025929476957992853,-1.241658933610438,2024-08-23 15:59:00-04:00,480.02,479.923996,FORCED_EOD,64.77999999999935,0.28700000000000003,7.859371999999553,8.146371999999554,56.633627999999796,380,-7.105427357601002e-15
2024-08-26 09:34:00-04:00,LONG,480.14,480.236028,41,absolute_qqq_points,0.75,0.0,0,-0.8699024203392582,-0.0018137325806665103,-0.8699024203392582,2024-08-26 10:02:00-04:00,478.07,477.974386,CONVERGENCE_NEXT_OPEN,-84.86999999999972,0.28700000000000003,7.857322000000067,8.144322000000068,-93.0143219999998,28,0.0
2024-08-26 10:10:00-04:00,SHORT,476.91,476.81461800000005,41,absolute_qqq_points,0.75,0.0,0,0.802713473238839,0.00167364470463885,0.802713473238839,2024-08-26 12:32:00-04:00,476.2,476.29524,CONVERGENCE_NEXT_OPEN,29.11000000000149,0.28700000000000003,7.815501999998446,8.102501999998447,21.007498000003046,142,0.0
2024-08-27 09:41:00-04:00,SHORT,472.04,471.94559200000003,42,absolute_qqq_points,0.75,0.0,0,0.9252813073721313,0.0019542554066195534,0.9252813073721313,2024-08-27 09:54:00-04:00,474.4601,474.55499202,CONVERGENCE_NEXT_OPEN,-101.64419999999961,0.294,7.950600839998401,8.244600839998402,-109.88880083999801,13,0.0
2024-08-27 10:02:00-04:00,LONG,474.34,474.43486799999994,42,absolute_qqq_points,0.75,0.0,0,-0.7751051047341093,-0.0016370733198179405,-0.7751051047341093,2024-08-27 15:59:00-04:00,476.83,476.73463399999997,FORCED_EOD,104.58000000000038,0.294,7.989827999998965,8.283827999998966,96.29617200000142,357,0.0
2024-08-28 09:42:00-04:00,LONG,475.99,476.085198,42,absolute_qqq_points,0.75,0.0,0,-0.849745334805732,-0.0017815861598576331,-0.849745334805732,2024-08-28 09:47:00-04:00,474.88,474.785024,CONVERGENCE_NEXT_OPEN,-46.62000000000057,0.294,7.9873079999981655,8.281307999998166,-54.901307999998735,5,0.0
2024-08-28 10:59:00-04:00,SHORT,472.39,472.295522,42,absolute_qqq_points,0.75,0.0,0,0.9360753721904871,0.0019625867414259437,0.9360753721904871,2024-08-28 15:32:00-04:00,472.34,472.434468,CONVERGENCE_NEXT_OPEN,2.1000000000004775,0.294,7.9357319999994616,8.229731999999462,-6.129731999998984,273,-8.881784197001252e-16
2024-08-29 09:33:00-04:00,LONG,474.41,474.504882,42,absolute_qqq_points,0.75,0.0,0,-1.7874552425633397,-0.0037793770512243143,-1.7874552425633397,2024-08-29 10:22:00-04:00,474.48,474.385104,CONVERGENCE_NEXT_OPEN,2.9399999999997135,0.294,7.970675999999571,8.264675999999572,-5.324675999999857,49,-8.881784197001252e-16
2024-08-29 10:28:00-04:00,LONG,475.71,475.805142,42,absolute_qqq_points,0.75,0.0,0,-0.8007072302758615,-0.0016930071639242369,-0.8007072302758615,2024-08-29 14:01:00-04:00,475.62,475.524876,CONVERGENCE_NEXT_OPEN,-3.7799999999989495,0.294,7.991172000000347,8.285172000000347,-12.065171999999297,213,0.0
2024-08-29 14:40:00-04:00,SHORT,471.36,471.265728,42,absolute_qqq_points,0.75,0.0,0,0.9228750467659665,0.0019513175434215145,0.9228750467659665,2024-08-29 15:59:00-04:00,470.68,470.774136,FORCED_EOD,28.560000000000286,0.294,7.913135999999213,8.207135999999213,20.352864000001073,79,0.0
2024-08-30 09:39:00-04:00,LONG,474.78,474.87495599999994,42,absolute_qqq_points,0.75,0.0,0,-0.929370370954814,-0.001956528423838811,-0.929370370954814,2024-08-30 13:52:00-04:00,472.715,472.620457,CONVERGENCE_NEXT_OPEN,-86.7299999999999,0.294,7.95895799999812,8.25295799999812,-94.98295799999802,253,0.0
