entry_time,direction,entry_reference,entry_price,shares,entry_basis,entry_threshold,entry_hook,entry_window,signal_metric,signal_spread,signal_points,stop_pct,rr,stop_price,target_price,exit_time,exit_reference,exit_price,exit_reason,gross_pnl,commission,slippage,costs,net_pnl,duration_minutes,reconciliation_error
2024-08-22 09:53:00-04:00,LONG,484.03,484.126806,41,z,1.5,0.15,60,-1.6276972440811541,-0.0014384142117798617,-0.698321331534828,0.01,0.75,479.18969999999996,487.66022499999997,2024-08-22 11:38:00-04:00,479.18969999999996,479.09386206,STOP,-198.45230000000055,0.28700000000000003,7.89840153999927,8.18540153999927,-206.63770153999982,105,0.0
2024-08-22 11:58:00-04:00,SHORT,477.975,477.879405,41,z,1.5,0.15,60,1.0516387990484655,0.005141090064773934,2.4958964046464303,0.01,0.75,482.75475,474.3901875,2024-08-22 15:35:00-04:00,474.3901875,474.4850655375,TAKE_PROFIT,146.97731249999993,0.28700000000000003,7.809394537499941,8.096394537499942,138.88091796249998,217,0.0
2024-08-22 15:52:00-04:00,LONG,474.53,474.62490599999995,42,z,1.5,0.15,60,-1.1939352392725333,0.006740477977076734,3.272367248311241,0.01,0.75,469.7847,478.08897499999995,2024-08-22 15:59:00-04:00,474.83,474.735034,FORCED_EOD,12.600000000000477,0.294,7.974623999999153,8.268623999999154,4.331376000001325,7,-8.881784197001252e-16
2024-08-23 09:52:00-04:00,LONG,478.935,479.030787,41,z,1.5,0.15,60,-1.2070169031976752,-0.003818135201471143,-1.828352222576541,0.01,0.75,474.14565,482.5270125,2024-08-23 10:13:00-04:00,482.5270125,482.4305070975,TAKE_PROFIT,147.2725125000004,0.28700000000000003,7.883988502498312,8.170988502498313,139.10152399750208,21,0.0
2024-08-23 10:20:00-04:00,LONG,480.89,480.986178,41,z,1.5,0.15,60,-1.104348701444847,-0.004466662753661425,-2.1389061262183304,0.01,0.75,476.0811,484.496675,2024-08-23 10:51:00-04:00,476.0811,475.98588378,STOP,-197.16489999999976,0.28700000000000003,7.847163020000266,8.134163020000267,-205.29906302000003,31,0.0
2024-08-23 11:10:00-04:00,SHORT,478.55,478.45429,41,z,1.5,0.15,60,1.444597725793174,-0.0031533941198447113,-1.5100343082288532,0.01,0.75,483.3355,474.960875,2024-08-23 15:59:00-04:00,480.02,480.116004,FORCED_EOD,-60.26999999999879,0.28700000000000003,7.860273999999606,8.147273999999607,-68.4172739999984,289,0.0
2024-08-26 09:52:00-04:00,SHORT,478.71,478.614258,41,z,1.5,0.15,60,1.5473292432919237,-0.0004852256711936069,-0.23272393641786948,0.01,0.75,483.4971,475.119675,2024-08-26 10:31:00-04:00,475.119675,475.21469893499994,TAKE_PROFIT,147.2033250000003,0.28700000000000003,7.82140333499774,8.10840333499774,139.09492166500254,39,0.0
2024-08-26 10:33:00-04:00,SHORT,474.71,474.615058,42,z,1.5,0.15,60,1.7489872695133244,0.0029259793354571937,1.403358208872021,0.01,0.75,479.45709999999997,471.149675,2024-08-26 15:59:00-04:00,475.33,475.42506599999996,FORCED_EOD,-26.04000000000019,0.294,7.980335999999056,8.274335999999057,-34.314335999999244,326,0.0
2024-08-27 09:47:00-04:00,SHORT,472.08,471.985584,42,z,1.5,0.15,60,1.3879334408114947,0.002323304012723065,1.1000147509039948,0.01,0.75,476.8008,468.5394,2024-08-27 10:33:00-04:00,476.8008,476.89616015999997,STOP,-198.27359999999987,0.294,7.970598719997952,8.264598719997952,-206.53819871999784,46,0.0
2024-08-27 10:58:00-04:00,SHORT,476.715,476.61965699999996,41,z,1.5,0.15,60,0.9001358512700914,-0.0006269518938687886,-0.29684291319006206,0.01,0.75,481.48215,473.1396375,2024-08-27 15:59:00-04:00,476.83,476.925366,FORCED_EOD,-4.715000000000373,0.28700000000000003,7.819069000001093,8.106069000001094,-12.821069000001467,301,1.7763568394002505e-15
2024-08-28 09:51:00-04:00,SHORT,474.6,474.50508,42,z,1.5,0.15,60,1.1400757825682075,0.000304789014149316,0.14537216818865772,0.01,0.75,479.346,471.0405,2024-08-28 11:11:00-04:00,471.0405,471.1347081,TAKE_PROFIT,149.4990000000006,0.294,7.943380200000206,8.237380200000207,141.26161980000037,80,0.0
2024-08-28 12:09:00-04:00,LONG,471.27,471.36425399999996,42,z,1.5,0.15,60,-2.111860450070505,0.0010666337830537147,0.5087416491653016,0.01,0.75,466.5573,474.80452499999996,2024-08-28 15:59:00-04:00,471.28,471.185744,FORCED_EOD,0.419999999999618,0.294,7.917419999997946,8.211419999997947,-7.791419999998328,230,0.0
2024-08-29 09:51:00-04:00,LONG,475.1201,475.21512401999996,42,z,1.5,0.15,60,-1.0483015898261319,-0.006591348129632043,-3.117376120505014,0.01,0.75,470.368899,478.68350075,2024-08-29 14:43:00-04:00,470.368899,470.2748252202,STOP,-199.55044199999918,0.294,7.9421075915992105,8.236107591599211,-207.7865495915984,292,0.0
